Job Title,Job Description,Job Link
Seeking digital artists / designers to join new marketplace,"QR Code Link to This Post


Sell Your Artwork as Digital Downloads and Stickers

With biweekly payouts, no hidden fees, competitive commission tiers, and exclusive benefits, Decal Venue is the perfect place to turn your passion into profit.

Help us grow our marketplace by joining:

https://www.decalvenue.com/pages/become-a-seller

🎨 Sell Your Artwork as Digital Downloads and Stickers: Showcase your talent and earn commissions by selling digital downloads and sticker packs of your designs.

💰 Competitive Commission Tiers: Earn a commission based on the price of your products. The higher the price, the higher your commission rate! Our commission tiers range from 35% to an impressive 60%.

💸 No Hidden Fees: We believe in transparency and fairness. That's why we don't charge any transaction fees, listing fees, advertising fees, subscription fees, or payment processing fees. Your profits are truly yours to keep.

💵 Bi-weekly Payouts: Get paid every two weeks, with a low $5 minimum payout threshold. It's a great way to generate passive income and see the fruits of your creativity.

🌟 Legacy Status Benefits: Achieve $500 in total commissions and unlock our exclusive Legacy Status. As a Legacy Status member, you'll enjoy even higher commission rates on digital downloads and stickers.

🖼️ Express Your Artistic Talent: Decal Venue is the perfect platform to express your artistic talent and share your creativity with the world. Whether you're an illustrator, graphic designer, photographer, or any other type of artist, you'll find a welcoming community here.

🎉 Hassle-Free Print-on-Demand Service: For sticker products, we offer a convenient print-on-demand service. Simply upload your designs, and we'll handle the printing and shipping process. No more worries about managing physical inventory!

💡 Your Worth, Your Choice: Set your own prices for your digital downloads (with a minimum price requirement of $1.99) and let your artistic vision shine. Your designs have value, and we want you to determine their worth.

Ready to join Decal Venue and start earning from your creativity? Sign up now and embark on an exciting journey as an artist entrepreneur! Visit our website for more information and answers to frequently asked questions.

https://www.decalvenue.com/pages/become-a-seller",https://pittsburgh.craigslist.org/crg/d/carnegie-seeking-digital-artists/7719457263.html
High Cholesterol Studies,"QR Code Link to This Post


 High Cholesterol Study research study participants needed
-Over the age of 18
-On a Statin
-History of a major ASVD event

 Sign Up Now

SIGN UP by clicking below!

Click to Learn More",https://evansville.craigslist.org/crg/d/evansville-high-cholesterol-studies/7719385685.html
High Cholesterol Studies,"QR Code Link to This Post


 High Cholesterol Study research study participants needed
-Over the age of 18
-On a Statin
-History of a major ASVD event

 Sign Up Now

SIGN UP by clicking below!

Click to Learn More",https://chicago.craigslist.org/nwc/crg/d/chicago-high-cholesterol-studies/7719360678.html
High Cholesterol Studies,"QR Code Link to This Post


 High Cholesterol Study research study participants needed
-Over the age of 18
-On a Statin
-History of a major ASVD event

 Sign Up Now

SIGN UP by clicking below!

Click to Learn More",https://chicago.craigslist.org/chc/crg/d/chicago-high-cholesterol-studies/7719340281.html
High Cholesterol Studies,"QR Code Link to This Post


 High Cholesterol Study research study participants needed
-Over the age of 18
-On a Statin
-History of a major ASVD event

 Sign Up Now

SIGN UP by clicking below!

Click to Learn More",https://cincinnati.craigslist.org/crg/d/addyston-high-cholesterol-studies/7719334532.html
High Cholesterol Studies,"QR Code Link to This Post


 High Cholesterol Study research study participants needed
-Over the age of 18
-On a Statin
-History of a major ASVD event

 Sign Up Now

SIGN UP by clicking below!

Click to Learn More",https://chicago.craigslist.org/chc/crg/d/chicago-high-cholesterol-studies/7719327325.html
High Cholesterol Studies,"QR Code Link to This Post


 High Cholesterol Study research study participants needed
-Over the age of 18
-On a Statin
-History of a major ASVD event

 Sign Up Now

SIGN UP by clicking below!

Click to Learn More",https://chicago.craigslist.org/chc/crg/d/chicago-high-cholesterol-studies/7719240778.html
EXPIERENCED Lifeline Field Reps Earn up to $29.25 per activation,"QR Code Link to This Post


We are looking for Experienced Field Agents to give away Free Government Phones.

We are a New Company to the area and paying excellent weekly pay!!

Pay week is Monday thru Sunday and you get paid the next Wednesday!

Pay is based on a point system with the opportunity to earn $29.25 per activation.

We will be giving away 6.8-inch Vortex Phones with case!! Unlimited Talk, Text, Data, 2 Cameras and a Case

Qualifications:
Experience in the Lifeline Field Agent (Verified)
Clean Criminal Background Check past 7 years
Strive to provide the best customer service to your customers.
Able to find places to set up to give away phones!!

To start the Onboarding process, you must send email to receive a JotForm for Onboarding.
We then will contact you for a phone interview.
We also will conduct a face-to-face interview. (Individually or with a Group)
We then send the onboarding information in, and this takes usually 3 to 5 days to complete and the training.
Once complete we will have a Group Training and Questions and Answers.

We are only hiring the Best of the Best for Indy and the Surrounding areas.

So, if interested please respond with your name, email and phone number and we will send out the onboarding JotForm to schedule a phone interview.

We have been in the Area now for over 4 years with over 10 years' experience in multiple states.

We look forward to hearing back from you.",https://indianapolis.craigslist.org/crg/d/indianapolis-expierenced-lifeline-field/7719174536.html
High Cholesterol Studies,"QR Code Link to This Post


 High Cholesterol Study research study participants needed
-Over the age of 18
-On a Statin
-History of a major ASVD event

 Sign Up Now

SIGN UP by clicking below!

Click to Learn More",https://fargo.craigslist.org/crg/d/glyndon-high-cholesterol-studies/7719285744.html
Looking for videographer and photographer,"QR Code Link to This Post


Looking for videographer and photographer
February 24th and possibly February 25th
Dress code: All Black (dress clothes)
Wedding 3-7


Videographer 
$100 or $150(if you have second camera)
1 tripod needed for your camera.
If you have a 2nd camera even better
Please respond with camera model 
(Doesn't have to be most expensive camera)
Upload footage to my Google drive 

Photographer
$100
1 camera
A shot list will be provided 
Upload photos to my Google drive 

Contact me for details. 
Sameday pay via cashapp",https://minneapolis.craigslist.org/dak/crg/d/prior-lake-looking-for-videographer-and/7719275543.html
Videographer,"QR Code Link to This Post


I need a videographer to film a 1 hour speech at a local school tomorrow. 2/20/24.

Needed from 9:30am - 11am.

4K/HD preferred. I have a Canon 5D Mark 3 if needed.",https://cnj.craigslist.org/crg/d/pennington-videographer/7719426352.html
High Cholesterol Studies,"QR Code Link to This Post


 High Cholesterol Study research study participants needed
-Over the age of 18
-On a Statin
-History of a major ASVD event

 Sign Up Now

SIGN UP by clicking below!

Click to Learn More",https://norfolk.craigslist.org/crg/d/newport-news-high-cholesterol-studies/7719395190.html
Residential Housekeeper for a Luxury Company in Hypergrowth,"QR Code Link to This Post


Cleaning Captain for High Growth Company

Amenity Housekeeping provides residential cleaning for luxury apartments and we are in high growth. We are looking for professional and experienced cleaning 

How it works: Teams of 2 clean up to 6-8 units in a couple of buildings. By doing so we reduce travel and maximize your income. 


Regular work is available Monday thru Friday. 

Best Applicants have: Reliable transportation, 3+ Years of Experience. Is a leader. 

Work Location: Multiple locations

Testimonial: Working with Amenity ""these last years is proven to be a rewarding experience. As Amenity grows through clients and exceptional services, so do my teams!""",https://washingtondc.craigslist.org/nva/crg/d/reston-residential-housekeeper-for/7719358885.html
CHURCH HELP NEEDED TO SPREAD THE WORD OF GOD,"QR Code Link to This Post


I AM NEED OF A FEW PEOPLE TO HELP ME SPREAD THE WORD OF GOD. PEOPLE WHOMS KNOWLEDGE GO BEYOND THE BIBLE SUCH AS MESOPOTAMIAN, THE CRADLE FOR CIVILZATION. WHERE LIFE BEGUN. JESUS DID NOT SPEAK HEBREW, HE SPOKE ARAMAIC.",https://allentown.craigslist.org/crg/d/bethlehem-church-help-needed-to-spread/7719338781.html
Juror Research Project,"QR Code Link to This Post


We are conducting focus groups and looking for participant to give opinions on court cases in Dover, Delaware. The groups will be held via zoom. You will receive $120.00 for participating. You must be 21 years old and older to apply. Please apply on our website at http://leesfocusgroups.com. If selected, you will receive an email and that email needs to be confirmed in order to participate. Thank you.",https://delaware.craigslist.org/crg/d/dover-juror-research-project/7719338782.html
Experienced Size 6 Model Needed,"QR Code Link to This Post


Please read carefully and ONLY REPLY if all apply to you- to save us both time!

Female model needed for sustainable women’s apparel brand. MUST BE:

-experienced and trained model who works confidently in front of the camera 
ONLY REPLY IF:
-size 6 dress (US)
-height 5’6 - 5’8

This shoot is half day and paid and will be in Brooklyn. One hour fitting required prior to shoot. 

Please send links to your modeling portfolio and socials. ONLY EMAILS THAT LIST ACTUAL SIZE AND HEIGHT IN SUBJECT LINE WILL BE REPLIED TO. 

Thank you!",https://newyork.craigslist.org/mnh/crg/d/brooklyn-experienced-size-model-needed/7719333296.html
High Cholesterol Studies,"QR Code Link to This Post


 High Cholesterol Study research study participants needed
-Over the age of 18
-On a Statin
-History of a major ASVD event

 Sign Up Now

SIGN UP by clicking below!

Click to Learn More",https://philadelphia.craigslist.org/crg/d/philadelphia-high-cholesterol-studies/7719290940.html
High Cholesterol Studies,"QR Code Link to This Post


 High Cholesterol Study research study participants needed
-Over the age of 18
-On a Statin
-History of a major ASVD event

 Sign Up Now

SIGN UP by clicking below!

Click to Learn More",https://washingtondc.craigslist.org/mld/crg/d/washington-high-cholesterol-studies/7719280850.html
Social Media Creative,"QR Code Link to This Post


Position: Social Media Creative 
Hours: 8 - 10 hours per week
Expenses: All expenses associated with software, additional equipment, and travel. 
Location: Fully remote, with occasional travel with New York City

ABOUT THE ROLE:
We are seeking a dynamic and talented Social Media Creative to assist a fast rising jazz musician with over 100k followers on Instagram. You will be creating engaging and captivating content across various social media platforms to promote the artist's work and grow his TikTok, Youtube and Instagram channels, supported by our team.  You will work closely with the artist and their management to craft content that resonates with their audience, aligns with their brand and is in line with campaign focuses.

KEY RESPONSIBILITIES:
- Shoot, edit, and post content regularly on the artist's social media accounts, including Facebook, Instagram, Twitter, TikTok, YouTube, and other relevant platforms.
- Posting and managing content on Facebook, Instagram, X (Twitter), TikTok, YouTube, and similar platforms. We will assist with helping you learn best practice for all platforms.
- Stay up-to-date with social media trends to ensure the content remains current and relevant.
- Collaborate with the artist and their management to brainstorm creative and meaningful ideas in line with campaign objectives.
- Foster audience interaction, increase the artist's presence on social platforms, and encourage audience participation through your content.

ESSENTIAL SKILLS:
- Strong filming and editing skills (both on phone and digital camera).
- Strong communication skills, both verbal and written.
- Quick learner, adaptable, and willing to take on new challenges.
- Digitally and tech-savvy, adapting quickly to new tools and platforms.
- Demonstrate flexibility, a strong work ethic, and enthusiasm while maintaining a positive attitude.

This role offers a fantastic opportunity to gain hands-on experience and contribute to the growth of an artist's career in the digital space, with access to a team of industry professionals. This role is ideally suited to those who are looking to find their feet in the music industry.",https://newyork.craigslist.org/brk/crg/d/new-hyde-park-social-media-creative/7719089921.html
Design Gig - Help Needed - Set of Illustrations - Remote and In-Person,"QR Code Link to This Post


Hello! I am starting a new company and brand. While we will have multiple products across our category, we will have a unique 'collection' of hats that feature embroidered patches. (Best parallel is Goorin Bros. and their Animal Farm collection.)

To date, I have created a mood board on Figma and scoped out the sixteen designs/patches that are needed. (Of note, I hired a remote illustrator via UpWork and we managed to make four of the designs, but they are not quite right and need fixing. This is where you hopefully come in! I need help with the 'repair' of the four initial designs and the creation of twelve new ones.)

For context on the end product, each cap/hat will have a beautiful patch on the front, approximately 3.375 inches wide by 2.125 inches high. The key challenge is finding the proper 'visual vibe' and making sure there is unity across the illustrations/patches in the collection.

IMPORTANT:
Most of the work can be done remotely on your time and at your convenience...
But, I believe we will need to meet in person at least a couple times at minimum (e.g., a kickoff and a final edit). I am based in Williamsburg, Brooklyn. If in NYC, I can come to you. I am also happy to have you meet me in my condo's business center.

For this gig, please include in your reply...
- Hourly Rate
- Availability
- Portfolio Link",https://newyork.craigslist.org/brk/crg/d/brooklyn-design-gig-help-needed-set-of/7719257523.html
Rappers & Singers WANTED,"QR Code Link to This Post


Award-winning music producer looking for serious and passionate rappers and singers to work with.

Message to apply!",https://newyork.craigslist.org/mnh/crg/d/new-york-rappers-singers-wanted/7719216742.html
Attorney/Paralegal  help wanted,"QR Code Link to This Post


We are seeking an attorney or paralegal for adhoc work that will include correspondance with municiple, court and other official notices, drafting small claims/collection/eviction suites, corresponding with district court suite related notices and motions. Must be experienced in legal jargon, driven to achieve results and know how to submit suites, motions and appeals. Part time and on as need basis. Local in Washington County or remote is fine too. Bar admission/registration not required.",https://westmd.craigslist.org/crg/d/hagerstown-attorney-paralegal-help/7719205181.html
Vocalist looking for guitarist or keyboardist,"QR Code Link to This Post


Hey, I'm an amateur singer putting together concerts for friends and family out of my voice teacher's space in Flatiron. I put together set lists from a wide range of styles, but if I had to narrow it down I'd say a combo of Joni Mitchell and Prince. Please reach out if you have experience as an accompanist, we can talk about your pricing and I can share videos of past work.",https://newyork.craigslist.org/mnh/crg/d/new-york-vocalist-looking-for-guitarist/7719201441.html
gig model videographer,"QR Code Link to This Post


Looking for a gig model videographer to create basic video shots showcasing our sock collections. You'll be wearing the socks and filming in your own space.

-Please send us an image of your feet wearing socks

Interested? Share your portfolio and availability for gigs.

Excited to collaborate!",https://newyork.craigslist.org/que/crg/d/yonkers-gig-model-videographer/7719187606.html
High Cholesterol Studies,"QR Code Link to This Post


 High Cholesterol Study research study participants needed
-Over the age of 18
-On a Statin
-History of a major ASVD event

 Sign Up Now

SIGN UP by clicking below!

Click to Learn More",https://evansville.craigslist.org/crg/d/evansville-high-cholesterol-studies/7719385685.html
High Cholesterol Studies,"QR Code Link to This Post


 High Cholesterol Study research study participants needed
-Over the age of 18
-On a Statin
-History of a major ASVD event

 Sign Up Now

SIGN UP by clicking below!

Click to Learn More",https://cincinnati.craigslist.org/crg/d/addyston-high-cholesterol-studies/7719334532.html
Seeking digital artists / designers to join new marketplace,"QR Code Link to This Post


Sell Your Artwork as Digital Downloads and Stickers

With biweekly payouts, no hidden fees, competitive commission tiers, and exclusive benefits, Decal Venue is the perfect place to turn your passion into profit.

Help us grow our marketplace by joining:

https://www.decalvenue.com/pages/become-a-seller

🎨 Sell Your Artwork as Digital Downloads and Stickers: Showcase your talent and earn commissions by selling digital downloads and sticker packs of your designs.

💰 Competitive Commission Tiers: Earn a commission based on the price of your products. The higher the price, the higher your commission rate! Our commission tiers range from 35% to an impressive 60%.

💸 No Hidden Fees: We believe in transparency and fairness. That's why we don't charge any transaction fees, listing fees, advertising fees, subscription fees, or payment processing fees. Your profits are truly yours to keep.

💵 Bi-weekly Payouts: Get paid every two weeks, with a low $5 minimum payout threshold. It's a great way to generate passive income and see the fruits of your creativity.

🌟 Legacy Status Benefits: Achieve $500 in total commissions and unlock our exclusive Legacy Status. As a Legacy Status member, you'll enjoy even higher commission rates on digital downloads and stickers.

🖼️ Express Your Artistic Talent: Decal Venue is the perfect platform to express your artistic talent and share your creativity with the world. Whether you're an illustrator, graphic designer, photographer, or any other type of artist, you'll find a welcoming community here.

🎉 Hassle-Free Print-on-Demand Service: For sticker products, we offer a convenient print-on-demand service. Simply upload your designs, and we'll handle the printing and shipping process. No more worries about managing physical inventory!

💡 Your Worth, Your Choice: Set your own prices for your digital downloads (with a minimum price requirement of $1.99) and let your artistic vision shine. Your designs have value, and we want you to determine their worth.

Ready to join Decal Venue and start earning from your creativity? Sign up now and embark on an exciting journey as an artist entrepreneur! Visit our website for more information and answers to frequently asked questions.

https://www.decalvenue.com/pages/become-a-seller",https://pittsburgh.craigslist.org/crg/d/carnegie-seeking-digital-artists/7719457263.html
Videographer,"QR Code Link to This Post


I need a videographer to film a 1 hour speech at a local school tomorrow. 2/20/24.

Needed from 9:30am - 11am.

4K/HD preferred. I have a Canon 5D Mark 3 if needed.",https://cnj.craigslist.org/crg/d/pennington-videographer/7719426352.html
High Cholesterol Studies,"QR Code Link to This Post


 High Cholesterol Study research study participants needed
-Over the age of 18
-On a Statin
-History of a major ASVD event

 Sign Up Now

SIGN UP by clicking below!

Click to Learn More",https://norfolk.craigslist.org/crg/d/newport-news-high-cholesterol-studies/7719395190.html
CHURCH HELP NEEDED TO SPREAD THE WORD OF GOD,"QR Code Link to This Post


I AM NEED OF A FEW PEOPLE TO HELP ME SPREAD THE WORD OF GOD. PEOPLE WHOMS KNOWLEDGE GO BEYOND THE BIBLE SUCH AS MESOPOTAMIAN, THE CRADLE FOR CIVILZATION. WHERE LIFE BEGUN. JESUS DID NOT SPEAK HEBREW, HE SPOKE ARAMAIC.",https://allentown.craigslist.org/crg/d/bethlehem-church-help-needed-to-spread/7719338781.html
Juror Research Project,"QR Code Link to This Post


We are conducting focus groups and looking for participant to give opinions on court cases in Dover, Delaware. The groups will be held via zoom. You will receive $120.00 for participating. You must be 21 years old and older to apply. Please apply on our website at http://leesfocusgroups.com. If selected, you will receive an email and that email needs to be confirmed in order to participate. Thank you.",https://delaware.craigslist.org/crg/d/dover-juror-research-project/7719338782.html
High Cholesterol Studies,"QR Code Link to This Post


 High Cholesterol Study research study participants needed
-Over the age of 18
-On a Statin
-History of a major ASVD event

 Sign Up Now

SIGN UP by clicking below!

Click to Learn More",https://washingtondc.craigslist.org/mld/crg/d/washington-high-cholesterol-studies/7719280850.html
Female Photographer looking for Male Subject,"QR Code Link to This Post


Developing a series of photographs focusing on representations of gender in different eras of art m. Photos are intimate nudes and involve 2 people (male/female)embracing so prefer someone with a certain level of maturity.

The physical ideal is lean and muscular. Not overly thin. Dark hair. Minimal tattoos. Very developed legs and glutes. Looking for models of different backgrounds/ethnicities

Visiting NJ soon and prefer working with someone experienced with a level of maturity who’s comfortable in their skin and views nudity from an artistic lens. A depiction of the beauty of the human figure.

Serious inquiries only.

Respond with your availability, background/experience, some general stats(age/height) and recent photos depicting your current physique. Please NO nudes in the first email unless they are from a previous shoot and should be prefaced as such in the body of your email.

This is a paid gig. Can discuss compensation further. Would need you for 1 day for the duration of 2-2.5 hours. 

Put ‘Male Model’ and your first name in subject

If the ad is still up I am still looking so don’t ask that in the first email. Also emails that only say ‘hey I’m interested’  with no context or background will be ignored because I will assume you’re not serious",https://newjersey.craigslist.org/crg/d/south-orange-female-photographer/7719208526.html
Rappers & Singers WANTED,"QR Code Link to This Post


Award-winning music producer looking for serious and passionate rappers and singers to work with.

Message to apply!",https://newyork.craigslist.org/mnh/crg/d/new-york-rappers-singers-wanted/7719216742.html
Attorney/Paralegal  help wanted,"QR Code Link to This Post


We are seeking an attorney or paralegal for adhoc work that will include correspondance with municiple, court and other official notices, drafting small claims/collection/eviction suites, corresponding with district court suite related notices and motions. Must be experienced in legal jargon, driven to achieve results and know how to submit suites, motions and appeals. Part time and on as need basis. Local in Washington County or remote is fine too. Bar admission/registration not required.",https://westmd.craigslist.org/crg/d/hagerstown-attorney-paralegal-help/7719205181.html
High Cholesterol Studies,"QR Code Link to This Post


 High Cholesterol Study research study participants needed
-Over the age of 18
-On a Statin
-History of a major ASVD event

 Sign Up Now

SIGN UP by clicking below!

Click to Learn More",https://kansascity.craigslist.org/crg/d/grandview-high-cholesterol-studies/7719255224.html
High Cholesterol Studies,"QR Code Link to This Post


 High Cholesterol Study research study participants needed
-Over the age of 18
-On a Statin
-History of a major ASVD event

 Sign Up Now

SIGN UP by clicking below!

Click to Learn More",https://greenville.craigslist.org/crg/d/greenville-high-cholesterol-studies/7719398990.html
Residential Housekeeper for a Luxury Company in Hypergrowth,"QR Code Link to This Post


Cleaning Captain for High Growth Company

Amenity Housekeeping provides residential cleaning for luxury apartments and we are in high growth. We are looking for professional and experienced cleaning 

How it works: Teams of 2 clean up to 6-8 units in a couple of buildings. By doing so we reduce travel and maximize your income. 


Regular work is available Monday thru Friday. 

Best Applicants have: Reliable transportation, 3+ Years of Experience. Is a leader. 

Work Location: Multiple locations

Testimonial: Working with Amenity ""these last years is proven to be a rewarding experience. As Amenity grows through clients and exceptional services, so do my teams!""",https://washingtondc.craigslist.org/nva/crg/d/reston-residential-housekeeper-for/7719358885.html
Artist looking for model,"QR Code Link to This Post


Artist looking for female model for ceramic/sculpture projects.",https://greenville.craigslist.org/crg/d/williamston-artist-looking-for-model/7719281368.html
High Cholesterol Studies,"QR Code Link to This Post


 High Cholesterol Study research study participants needed
-Over the age of 18
-On a Statin
-History of a major ASVD event

 Sign Up Now

SIGN UP by clicking below!

Click to Learn More",https://washingtondc.craigslist.org/mld/crg/d/washington-high-cholesterol-studies/7719280850.html
Production Assistant,"QR Code Link to This Post


My company makes decorative light switch covers.  Attached are examples.

Making each one involves cutting a photograph to the correct size, gluing it onto a plastic frame, cutting out die holes, and putting it into a plastic bag with two screws. The work is simple but requires precision.

I've been selling these for the last two years and producing them by hand. Now, due to my worsening arthritis, I can't produce the pieces any more. I'm looking for a reliable someone with a steady hand and a commitment to quality that I can hire to fill orders as they come. I will supply all the materials.  You will work from your home or studio.  Completing each piece takes about 20 minutes.  I will pay you $5.00 per piece.  If you're interested in knowing more, please contact me here.

Thanks - Stewart R.",https://wilmington.craigslist.org/crg/d/wilmington-production-assistant/7719254591.html
High Cholesterol Studies,"QR Code Link to This Post


 High Cholesterol Study research study participants needed
-Over the age of 18
-On a Statin
-History of a major ASVD event

 Sign Up Now

SIGN UP by clicking below!

Click to Learn More",https://greenville.craigslist.org/crg/d/greenville-high-cholesterol-studies/7719398990.html
Artist looking for model,"QR Code Link to This Post


Artist looking for female model for ceramic/sculpture projects.",https://greenville.craigslist.org/crg/d/williamston-artist-looking-for-model/7719281368.html
Calling all phone users and photo takers!,"QR Code Link to This Post


Our national real estate firm is in need of someone who can take quick interior and exterior photos of a property ready to enter the market. Full Professional Camera or late model smartphone (2020 model or newer iPhone or Samsung Galaxy Phone acceptable) photos are okay and a checklist is provided which details the photos that are needed, to make this as easy as possible. If you do well, there will be many more opportunities for you to help again in the future. Thank you!",https://atlanta.craigslist.org/wat/crg/d/cartersville-calling-all-phone-users/7719242220.html
High Cholesterol Studies,"QR Code Link to This Post


 High Cholesterol Study research study participants needed
-Over the age of 18
-On a Statin
-History of a major ASVD event

 Sign Up Now

SIGN UP by clicking below!

Click to Learn More",https://gulfport.craigslist.org/crg/d/gulfport-high-cholesterol-studies/7719366417.html
Cleaning,"QR Code Link to This Post


Cleaning various locations",https://neworleans.craigslist.org/crg/d/harvey-cleaning/7719385312.html
High Cholesterol Studies,"QR Code Link to This Post


 High Cholesterol Study research study participants needed
-Over the age of 18
-On a Statin
-History of a major ASVD event

 Sign Up Now

SIGN UP by clicking below!

Click to Learn More",https://lafayette.craigslist.org/crg/d/lafayette-high-cholesterol-studies/7719246936.html
High Cholesterol Studies,"QR Code Link to This Post


 High Cholesterol Study research study participants needed
-Over the age of 18
-On a Statin
-History of a major ASVD event

 Sign Up Now

SIGN UP by clicking below!

Click to Learn More",https://pensacola.craigslist.org/crg/d/pensacola-high-cholesterol-studies/7719219562.html
High Cholesterol Studies,"QR Code Link to This Post


 High Cholesterol Study research study participants needed
-Over the age of 18
-On a Statin
-History of a major ASVD event

 Sign Up Now

SIGN UP by clicking below!

Click to Learn More",https://chicago.craigslist.org/nwc/crg/d/chicago-high-cholesterol-studies/7719360678.html
High Cholesterol Studies,"QR Code Link to This Post


 High Cholesterol Study research study participants needed
-Over the age of 18
-On a Statin
-History of a major ASVD event

 Sign Up Now

SIGN UP by clicking below!

Click to Learn More",https://chicago.craigslist.org/chc/crg/d/chicago-high-cholesterol-studies/7719340281.html
High Cholesterol Studies,"QR Code Link to This Post


 High Cholesterol Study research study participants needed
-Over the age of 18
-On a Statin
-History of a major ASVD event

 Sign Up Now

SIGN UP by clicking below!

Click to Learn More",https://chicago.craigslist.org/chc/crg/d/chicago-high-cholesterol-studies/7719327325.html
High Cholesterol Studies,"QR Code Link to This Post


 High Cholesterol Study research study participants needed
-Over the age of 18
-On a Statin
-History of a major ASVD event

 Sign Up Now

SIGN UP by clicking below!

Click to Learn More",https://chicago.craigslist.org/chc/crg/d/chicago-high-cholesterol-studies/7719240778.html
EXPIERENCED Lifeline Field Reps Earn up to $29.25 per activation,"QR Code Link to This Post


We are looking for Experienced Field Agents to give away Free Government Phones.

We are a New Company to the area and paying excellent weekly pay!!

Pay week is Monday thru Sunday and you get paid the next Wednesday!

Pay is based on a point system with the opportunity to earn $29.25 per activation.

We will be giving away 6.8-inch Vortex Phones with case!! Unlimited Talk, Text, Data, 2 Cameras and a Case

Qualifications:
Experience in the Lifeline Field Agent (Verified)
Clean Criminal Background Check past 7 years
Strive to provide the best customer service to your customers.
Able to find places to set up to give away phones!!

To start the Onboarding process, you must send email to receive a JotForm for Onboarding.
We then will contact you for a phone interview.
We also will conduct a face-to-face interview. (Individually or with a Group)
We then send the onboarding information in, and this takes usually 3 to 5 days to complete and the training.
Once complete we will have a Group Training and Questions and Answers.

We are only hiring the Best of the Best for Indy and the Surrounding areas.

So, if interested please respond with your name, email and phone number and we will send out the onboarding JotForm to schedule a phone interview.

We have been in the Area now for over 4 years with over 10 years' experience in multiple states.

We look forward to hearing back from you.",https://indianapolis.craigslist.org/crg/d/indianapolis-expierenced-lifeline-field/7719174536.html
Open minded videographer for married couple $$,"QR Code Link to This Post


Attractive couple very much in love looking for a private attractive, female videographer for private sessions. Not looking for someone to participate, only video. Will pay $100 or more per hour for the right. We are open minded, attractive business professionals looking for a discrete person.",https://detroit.craigslist.org/okl/crg/d/commerce-township-open-minded/7719172235.html
Cleaning,"QR Code Link to This Post


Cleaning various locations",https://neworleans.craigslist.org/crg/d/harvey-cleaning/7719385312.html
High Cholesterol Studies,"QR Code Link to This Post


 High Cholesterol Study research study participants needed
-Over the age of 18
-On a Statin
-History of a major ASVD event

 Sign Up Now

SIGN UP by clicking below!

Click to Learn More",https://gulfport.craigslist.org/crg/d/gulfport-high-cholesterol-studies/7719366417.html
High Cholesterol Studies,"QR Code Link to This Post


 High Cholesterol Study research study participants needed
-Over the age of 18
-On a Statin
-History of a major ASVD event

 Sign Up Now

SIGN UP by clicking below!

Click to Learn More",https://lafayette.craigslist.org/crg/d/lafayette-high-cholesterol-studies/7719246936.html
High Cholesterol Studies,"QR Code Link to This Post


 High Cholesterol Study research study participants needed
-Over the age of 18
-On a Statin
-History of a major ASVD event

 Sign Up Now

SIGN UP by clicking below!

Click to Learn More",https://pensacola.craigslist.org/crg/d/pensacola-high-cholesterol-studies/7719219562.html
High Cholesterol Studies,"QR Code Link to This Post


 High Cholesterol Study research study participants needed
-Over the age of 18
-On a Statin
-History of a major ASVD event

 Sign Up Now

SIGN UP by clicking below!

Click to Learn More",https://norfolk.craigslist.org/crg/d/newport-news-high-cholesterol-studies/7719395190.html
Production Assistant,"QR Code Link to This Post


My company makes decorative light switch covers.  Attached are examples.

Making each one involves cutting a photograph to the correct size, gluing it onto a plastic frame, cutting out die holes, and putting it into a plastic bag with two screws. The work is simple but requires precision.

I've been selling these for the last two years and producing them by hand. Now, due to my worsening arthritis, I can't produce the pieces any more. I'm looking for a reliable someone with a steady hand and a commitment to quality that I can hire to fill orders as they come. I will supply all the materials.  You will work from your home or studio.  Completing each piece takes about 20 minutes.  I will pay you $5.00 per piece.  If you're interested in knowing more, please contact me here.

Thanks - Stewart R.",https://wilmington.craigslist.org/crg/d/wilmington-production-assistant/7719254591.html
High Cholesterol Studies,"QR Code Link to This Post


 High Cholesterol Study research study participants needed
-Over the age of 18
-On a Statin
-History of a major ASVD event

 Sign Up Now

SIGN UP by clicking below!

Click to Learn More",https://chicago.craigslist.org/chc/crg/d/chicago-high-cholesterol-studies/7719340281.html
High Cholesterol Studies,"QR Code Link to This Post


 High Cholesterol Study research study participants needed
-Over the age of 18
-On a Statin
-History of a major ASVD event

 Sign Up Now

SIGN UP by clicking below!

Click to Learn More",https://chicago.craigslist.org/chc/crg/d/chicago-high-cholesterol-studies/7719327325.html
High Cholesterol Studies,"QR Code Link to This Post


 High Cholesterol Study research study participants needed
-Over the age of 18
-On a Statin
-History of a major ASVD event

 Sign Up Now

SIGN UP by clicking below!

Click to Learn More",https://chicago.craigslist.org/chc/crg/d/chicago-high-cholesterol-studies/7719240778.html
High Cholesterol Studies,"QR Code Link to This Post


 High Cholesterol Study research study participants needed
-Over the age of 18
-On a Statin
-History of a major ASVD event

 Sign Up Now

SIGN UP by clicking below!

Click to Learn More",https://kansascity.craigslist.org/crg/d/grandview-high-cholesterol-studies/7719255224.html
Photos Needed,"QR Code Link to This Post


I need exterior photos taken of a commercial retail property in Norman, OK. Must be on a newer photo or professional camera. 

Thanks",https://oklahomacity.craigslist.org/crg/d/norman-photos-needed/7719149890.html
